Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
skating rink fort smith ar,4,4,90,14,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,226000,"[41,52,41,64,52,29,29,52,41,41,64,64]",2026-01-29,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",People also ask
skateland corpus christi,3,3,140,,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,3470,"[28,35,28,28,23,18,23,23,23,15,18,18]",2026-01-01,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",transactional,People also ask
leopard roller skates,19,19,40,1,0.64,https://proskatersplace.com/shop/roller-skating/roller-skates/chaya-miyu-pink-leopard-roller-skates/,0,0,0.00,1,826000,"[12,9,2,15,2,2,4,2,2,2,2,2]",2026-01-31,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
roller vs inline skates,19,19,170,1,0.06,https://proskatersplace.com/inline-skates-vs-rollerblades/,0,0,0.00,0.17,8070000,"[0,0,0,0,0,0,0,100,0,0,0,0]",2025-12-29,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview","informational, transactional",Organic
roller skate gear,26,26,90,9,0.37,https://proskatersplace.com/,0,0,0.00,0.79,8830000,"[18,22,18,14,14,18,35,14,22,22,22,18]",2025-12-28,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
roller skate gear,65,65,90,9,0.37,https://proskatersplace.com/4-must-have-roller-skating-protective-gear-items/,0,0,0.00,0.79,8830000,"[18,22,18,14,14,18,35,14,22,22,22,18]",2025-12-28,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
best lube for skateboard bearings,16,16,40,8,0.63,https://proskatersplace.com/top-3-lubes-for-skate-bearings/,0,0,0.00,0.51,288000,"[44,22,44,33,22,33,33,55,44,77,33,100]",2026-01-16,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
best lube for skateboard bearings,27,27,40,8,0.63,https://proskatersplace.com/top-3-lubes-for-skate-bearings/,0,0,0.00,0.51,288000,"[44,22,44,33,22,33,33,55,44,77,33,100]",2026-01-16,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
delta comp,11,11,50,11,1.54,https://proskatersplace.com/shop/winter-sports/cross-country-skis/rossignol-delta-comp-skating-ifp-nordic-skis/,0,0,0.00,0.01,51400000,"[2,6,23,36,5,6,0,1,9,0,0,1]",2026-01-01,"Sitelinks, Video, Image, Related searches",navigational,Organic
skate roller skis,22,22,50,6,0.68,https://proskatersplace.com/products/winter-sports/roller-skis/,0,0,0.00,0.89,4220000,"[50,21,50,21,28,21,21,35,35,50,50,50]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
best scooters for skateparks,66,66,30,0,0.48,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,1,197000,"[27,81,18,18,0,0,63,45,18,18,18,18]",2025-12-26,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
skates backpack,28,28,40,0,0.76,https://proskatersplace.com/shop/protection-gear-and-apparel/backpacks-bags-carriers/inline-skate-backpack/,0,0,0.00,1,6160000,"[100,100,0,0,0,7,35,14,21,7,7,0]",2026-02-12,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
size 13 inline skates,45,45,70,0,0.29,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,2640000,"[52,66,52,33,33,23,42,14,19,33,19,23]",2025-12-28,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
scooters trick,49,49,140,25,0.34,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,0.98,4510000,"[0,0,2,2,19,7,23,19,19,19,36,29]",2026-01-15,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos","informational, transactional",Organic
cross country ski boots womens,75,75,90,4,0.54,https://proskatersplace.com/shop/winter-sports/nordic-ski-boots/rossignol-x-8-women-race-classic-nordic-ski-boots/,0,0,0.00,1,22300000,"[16,20,13,5,1,1,1,1,1,1,5,5]",2026-01-22,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
how to inline roller skate,67,67,90,20,0.02,https://proskatersplace.com/,0,0,0.00,0.01,8960000,"[64,52,64,23,52,82,82,52,41,52,64,64]",2026-02-08,"Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
skate pros,25,25,210,23,0.94,https://proskatersplace.com/,0,0,0.00,0.45,171000000,"[100,54,18,18,29,22,14,81,18,81,35,35]",2026-01-28,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
mammygol skates,3,3,70,14,0.35,https://proskatersplace.com/7-best-inline-skate-brands/,0,0,0.00,0.92,62800,"[66,23,23,33,19,14,33,33,23,33,33,33]",2026-02-17,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,People also ask
best inline skating brands,3,3,30,11,0.42,https://proskatersplace.com/,0,0,0.00,1,5050000,"[28,53,0,0,0,0,0,0,0,0,0,0]",2025-12-28,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
best inline skating brands,30,30,30,11,0.42,https://proskatersplace.com/7-best-inline-skate-brands/,0,0,0.00,1,5050000,"[28,53,0,0,0,0,0,0,0,0,0,0]",2025-12-28,"Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
skate tool kit,11,11,90,11,0.34,https://proskatersplace.com/products/inline-skating/skate-tools/,0,0,0.00,1,8820000,"[100,78,35,50,78,78,78,35,78,78,100,78]",2026-02-05,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
cross country ski jacket,45,45,320,3,0.87,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,18300000,"[62,45,30,13,3,3,2,8,16,16,24,36]",2026-02-14,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
skate shop canada,82,82,50,50,0.64,https://proskatersplace.com/,0,0,0.00,0.33,57800000,"[6,21,21,21,21,9,12,15,21,28,9,3]",2026-02-02,"Knowledge panel, Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
skateland mesa,2,2,1900,35,0.29,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.15,21900,"[54,43,29,65,65,36,43,43,43,54,43,43]",2026-02-24,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
skateboard tool kit,32,32,140,10,0.34,https://proskatersplace.com/products/skateboards-and-longboards/board-tools/,0,0,0.00,1,6420000,"[65,65,21,34,43,43,43,28,43,43,53,65]",2026-01-30,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
best bearings for rollerblades,10,10,70,13,0.53,https://proskatersplace.com/products/inline-skating/inline-skate-bearings/,0,0,0.00,0.86,358000,"[78,50,50,50,50,50,35,35,35,50,35,50]",2026-02-05,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
best bearings for rollerblades,24,24,70,13,0.53,https://proskatersplace.com/inline-skate-bearings/,0,0,0.00,0.86,358000,"[78,50,50,50,50,50,35,35,35,50,35,50]",2026-02-05,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
best bearings for rollerblades,30,30,70,13,0.53,https://proskatersplace.com/products/roller-skating/roller-skate-bearings/,0,0,0.00,0.86,358000,"[78,50,50,50,50,50,35,35,35,50,35,50]",2026-02-05,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
rolling skates for adults,82,82,1300,33,0.36,https://proskatersplace.com/,0,0,0.00,1,36200000,"[0,0,53,100,66,0,35,0,0,0,0,29]",2026-02-11,"Local pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
where can i buy roller skates near me,22,22,390,58,0.45,https://proskatersplace.com/,0,0,0.00,1,30200000,"[8,16,20,36,36,30,30,10,24,30,24,13]",2026-01-10,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",transactional,Organic
youth inline skates adjustable,14,14,40,5,0.68,https://proskatersplace.com/shop/inline-skating/inline-skates/rollerblade-dynamo-adjustable-kids-inline-hockey-skates/,0,0,0.00,1,1290000,"[100,44,77,22,55,22,22,22,22,44,22,22]",2026-02-19,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",transactional,Organic
skating buy,14,14,110,67,0.47,https://proskatersplace.com/,0,0,0.00,1,78800000,"[0,0,53,28,35,82,82,0,0,0,0,100]",2026-02-12,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
cross country clothing,52,52,70,16,1.01,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,320000000,"[82,41,29,11,5,5,41,64,82,41,41,64]",2026-01-31,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
skates to rollerblades,15,15,140,,0.41,https://proskatersplace.com/,0,0,0.00,1,3590000,"[44,10,4,0,0,0,54,0,0,0,0,81]",2026-01-23,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
skates to rollerblades,92,92,140,,0.41,https://proskatersplace.com/skill/advanced/,0,0,0.00,1,3590000,"[44,10,4,0,0,0,54,0,0,0,0,81]",2026-01-23,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
kick push skate scooter,16,16,30,30,0.77,https://proskatersplace.com/products/scooters/,0,0,0.00,1,4790000,"[45,36,18,36,36,18,18,27,18,18,18,18]",2026-01-28,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
premium skate,69,69,50,7,0.34,https://proskatersplace.com/,0,0,0.00,0.22,69800000,"[7,7,7,7,7,7,7,7,7,42,42,100]",2026-01-11,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
quad roller skate wheels,33,33,70,8,0.31,https://proskatersplace.com/products/roller-skating/roller-skate-wheels/,0,0,0.00,1,1600000,"[41,41,52,64,64,64,23,23,64,11,64,17]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
roller skates equipment,20,20,30,15,2.12,https://proskatersplace.com/,0,0,0.00,0.69,11200000,"[0,0,0,0,0,0,19,100,0,0,42,0]",2026-02-22,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
comfortable rollerblades,18,18,50,15,0.27,https://proskatersplace.com/,0,0,0.00,1,1390000,"[5,5,5,5,5,5,28,35,35,12,12,12]",2026-02-13,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
comfortable rollerblades,19,19,50,15,0.27,https://proskatersplace.com/,0,0,0.00,1,1390000,"[5,5,5,5,5,5,28,35,35,12,12,12]",2026-02-13,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
snow white inline skates,6,6,30,1,0.61,https://proskatersplace.com/shop/inline-skating/complete-frame-sets/snow-white-artistic-inline-frames-set/,0,0,0.00,0.7,2850000,"[28,5,5,5,5,5,5,5,5,5,5,5]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Image pack
snow white inline skates,8,8,30,1,0.61,https://proskatersplace.com/shop/inline-skating/complete-frame-sets/snow-white-artistic-inline-frames-set/,0,0,0.00,0.7,2850000,"[28,5,5,5,5,5,5,5,5,5,5,5]",2026-02-23,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
roller skate price,22,22,40,27,0.18,https://proskatersplace.com/,0,0,0.00,0.85,14700000,"[100,0,4,19,0,52,0,9,9,9,14,14]",2025-12-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, AI overview",transactional,Organic
caster skates,55,55,40,10,0.00,https://proskatersplace.com/,0,0,0.00,0.81,3480000,"[18,18,18,18,18,18,18,18,100,100,18,18]",2026-01-24,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
beginner roller blades,29,29,170,22,0.33,https://proskatersplace.com/7-best-inline-skates-for-beginners/,0,0,0.00,0.16,1320000,"[16,16,3,1,3,0,100,10,0,5,0,13]",2026-02-03,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos, Discussions and forums, AI overview",commercial,Organic
roller skating salt lake city,1,1,170,18,0.00,https://proskatersplace.com/inline-skates-vs-rollerblades/,0,0,0.00,0.12,1350000,"[35,66,53,66,43,43,35,35,28,28,35,43]",2026-02-25,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
roller skating,1,1,40500,60,0.38,https://proskatersplace.com/4-must-have-roller-skating-protective-gear-items/,0,0,0.00,0.49,98300000,"[30,44,30,24,36,24,24,20,24,24,24,44]",2026-02-21,"Local pack, Video, Image, People also ask, Related searches, See results about, Things to know",commercial,Things to know
awesome skates,17,17,50,21,0.00,https://proskatersplace.com/,0,0,0.00,0.89,40500000,"[35,100,21,35,35,35,21,21,35,28,35,35]",2026-02-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
wow skate,85,85,40,10,0.00,https://proskatersplace.com/,0,0,0.00,0.02,19500000,"[18,18,18,18,18,18,18,18,18,100,100,18]",2026-02-22,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
fishcer ski,26,26,30,19,0.81,https://proskatersplace.com/shop/winter-sports/cross-country-skis/fischer-sports-step-ifp-nordic-skis/,0,0,0.00,0.93,31500000,"[0,0,0,0,0,24,0,0,0,0,0,0]",2026-01-05,"Knowledge panel, Sitelinks, Video, People also ask, Popular products, Related searches",transactional,Organic
fishcer ski,68,68,30,19,0.81,https://proskatersplace.com/brand/fischer/,0,0,0.00,0.93,31500000,"[0,0,0,0,0,24,0,0,0,0,0,0]",2026-01-05,"Knowledge panel, Sitelinks, Video, People also ask, Popular products, Related searches",transactional,Organic
608 ceramic bearing,14,14,40,1,0.93,https://proskatersplace.com/shop/roller-skating/roller-skate-bearings/sonic-ceramic-608-skate-bearings/,0,0,0.00,1,1100000,"[17,7,12,17,12,17,17,5,5,5,5,5]",2026-01-23,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
super skate tuscaloosa,58,58,260,33,0.00,https://proskatersplace.com/,0,0,0.00,0,65200,"[35,54,66,54,54,35,54,81,66,66,54,66]",2025-12-26,"Knowledge panel, Sitelinks, Video, Image, Related searches","informational, navigational",Organic
nordic vs alpine skiing,15,15,590,11,0.00,https://proskatersplace.com/alpine-skis-vs-nordic-skis/,0,0,0.00,0.02,11300000,"[62,100,55,36,16,13,8,10,10,16,30,36]",2026-02-17,"Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
inline skating,2,2,2900,38,0.37,https://proskatersplace.com/5-essential-inline-skates-protection-gear-to-enhance-safety/,0,0,0.00,0.98,48600000,"[81,12,54,19,81,19,23,35,54,29,23,19]",2026-02-22,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches, See results about, Short videos, Things to know, AI overview",informational,Things to know
inline skating,26,26,2900,38,0.37,https://proskatersplace.com/,0,0,0.00,0.98,48600000,"[81,12,54,19,81,19,23,35,54,29,23,19]",2026-02-22,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches, See results about, Short videos, Things to know, AI overview",informational,Organic
inline skating,53,53,2900,38,0.37,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.98,48600000,"[81,12,54,19,81,19,23,35,54,29,23,19]",2026-02-22,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches, See results about, Short videos, Things to know, AI overview",informational,Organic
rollarskates,42,42,50,47,0.41,https://proskatersplace.com/,0,0,0.00,1,40000000,"[4,1,3,3,3,2,0,2,0,5,3,4]",2026-02-04,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know",commercial,Organic
skateland goliad,5,5,70,21,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.03,769,"[26,26,19,26,26,26,26,26,26,26,34,34]",2026-02-18,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,People also ask
lynwood sports center hours,8,8,140,15,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,497000,"[28,43,43,53,15,34,53,53,43,21,34,43]",2025-12-28,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview","informational, transactional",People also ask
inline skates adults,33,33,170,19,0.39,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.96,3400000,"[15,0,12,44,1,1,3,2,1,100,4,23]",2026-02-10,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
inline skates adults,40,40,170,19,0.39,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.96,3400000,"[15,0,12,44,1,1,3,2,1,100,4,23]",2026-02-10,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
adjustable childrens ice skates,54,54,260,2,0.40,https://proskatersplace.com/shop/winter-sports/ice-skates/powerslide-reign-ares-size-adjustable-kids-ice-hockey-skates/,0,0,0.00,0.94,1350000,"[16,100,13,6,3,5,5,5,3,5,16,55]",2026-01-02,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
fischerski,54,54,90,27,0.70,https://proskatersplace.com/brand/fischer/,0,0,0.00,1,36900000,"[0,0,29,0,0,0,0,0,0,0,15,100]",2026-02-22,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know","informational, transactional",Organic
rollerblade cruiser,72,72,110,10,0.59,https://proskatersplace.com/,0,0,0.00,1,441000,"[42,53,42,65,53,65,53,26,34,19,42,19]",2026-01-20,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
skateland fun center photos,7,7,70,36,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,110000,"[18,18,100,100,100,100,100,63,63,63,63,63]",2025-12-28,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, navigational",People also ask
rollerblades professional,9,9,110,33,0.31,https://proskatersplace.com/,0,0,0.00,0.98,4320000,"[18,29,22,22,14,18,18,22,14,22,22,22]",2025-12-31,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
swix xc ski jackets,11,11,30,8,0.71,https://proskatersplace.com/shop/winter-sports/nordic-clothing/swix-infinity-men-nordic-ski-jacket/,0,0,0.00,1,877000,"[81,63,18,18,18,18,18,18,18,18,18,18]",2026-02-22,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
cross country ski clothing women's,49,49,40,4,0.92,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,19300000,"[44,55,77,44,55,44,22,22,33,33,33,55]",2026-01-05,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
cross country ski clothing women's,54,54,40,4,0.92,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,19300000,"[44,55,77,44,55,44,22,22,33,33,33,55]",2026-01-05,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
scooters tricks,36,36,90,24,0.52,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,1,13200000,"[26,7,11,26,26,19,19,19,65,53,100,53]",2026-01-17,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
patines en línea,60,60,40,19,0.43,https://proskatersplace.com/,0,0,0.00,0.85,11700000,"[0,0,3,0,6,3,0,0,100,15,6,15]",2026-01-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Things to know","commercial, informational",Organic
adapt skates,5,5,90,11,0.00,https://proskatersplace.com/shop/inline-skating/inline-skates/adapt-hyperskate-gtb-boots-22/,0,0,0.00,0.83,1470000,"[12,12,12,9,12,15,15,19,12,9,9,12]",2026-02-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Image pack
adapt skates,50,50,90,11,0.00,https://proskatersplace.com/skates-sizing/adapt-skate-sizing/,0,0,0.00,0.83,1470000,"[12,12,12,9,12,15,15,19,12,9,9,12]",2026-02-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
skating beginner tricks,59,59,260,32,0.17,https://proskatersplace.com/learn-rollerblade-tricks-without-getting-hurt/,0,0,0.00,0.01,2620000,"[0,10,10,6,0,81,100,0,0,0,0,0]",2026-02-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
skateboarding bearings,86,86,70,30,0.26,https://proskatersplace.com/products/roller-skating/roller-skate-bearings/,0,0,0.00,0.96,18000000,"[8,5,0,11,3,8,15,8,15,1,66,11]",2026-01-31,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
inline skates size 10 mens,55,55,40,3,0.28,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,4570000,"[19,53,0,0,34,26,34,26,0,0,0,0]",2026-01-02,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
how to inline skates,22,22,50,20,0.02,https://proskatersplace.com/learn-rollerblade-tricks-without-getting-hurt/,0,0,0.00,0.02,17100000,"[100,9,15,21,0,0,43,0,0,0,0,0]",2025-12-13,"Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
skates usd,11,11,110,2,0.23,https://proskatersplace.com/brand/usd-skates/,0,0,0.00,1,7240000,"[65,34,53,100,42,34,65,3,42,26,26,65]",2026-02-02,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
skates usd,26,26,110,2,0.23,https://proskatersplace.com/brand/usd-skates/,0,0,0.00,1,7240000,"[65,34,53,100,42,34,65,3,42,26,26,65]",2026-02-02,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
adjustable roller skates,3,3,480,5,0.36,https://proskatersplace.com/inline-skates-vs-rollerblades/,0,0,0.00,1,3030000,"[76,76,36,30,45,30,30,30,24,24,30,36]",2026-01-07,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",transactional,People also ask
skateboard knee pad,64,64,40,17,0.38,https://proskatersplace.com/products/protection-gear-and-apparel/knee-and-elbow-pads/,0,0,0.00,1,5260000,"[0,0,35,44,0,0,0,1,0,0,0,0]",2026-01-31,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
101a skateboard wheels,23,23,70,4,0.21,https://proskatersplace.com/durability/101a/,0,0,0.00,0.95,294000,"[2,2,2,2,12,2,12,2,12,10,7,15]",2026-01-05,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
scooter for pros,53,53,40,32,0.54,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,0.95,258000000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2026-02-22,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
best cross country ski clothing brands,78,78,30,8,1.45,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,11600000,"[23,23,11,11,11,11,11,11,11,11,23,23]",2026-02-22,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
rollerblades three wheels,73,73,50,5,0.46,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.99,196000,"[9,9,9,9,9,9,9,9,66,66,42,52]",2026-01-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
inline speed skate boots,22,22,30,0,0.63,https://proskatersplace.com/products/inline-skating/inline-boots/,0,0,0.00,0.99,1170000,"[14,14,14,14,14,14,14,21,14,14,78,14]",2026-02-22,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
best wrist guards for skateboarding,37,37,170,6,0.43,https://proskatersplace.com/products/protection-gear-and-apparel/gloves-wrist-protection/,0,0,0.00,1,843000,"[80,80,42,53,80,80,53,65,53,65,65,80]",2026-02-08,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
pro skate shop belmar,14,14,70,38,0.33,https://proskatersplace.com/,0,0,0.00,0.21,92500,"[12,10,17,0,5,12,17,5,12,17,23,100]",2026-01-12,"Knowledge panel, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
59mm wheels on skateboard,53,53,50,2,0.31,https://proskatersplace.com/wheelsize/59mm/,0,0,0.00,0.74,284000,"[18,18,18,18,18,18,18,18,18,100,100,100]",2026-01-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
skate gloves,14,14,590,6,0.46,https://proskatersplace.com/products/protection-gear-and-apparel/gloves-wrist-protection/,0,0,0.00,0.96,22700000,"[59,39,39,59,59,48,59,59,39,72,72,59]",2026-02-13,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
fresa's roller skate shop,4,4,90,31,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,3020,"[52,52,52,0,52,23,23,33,52,52,66,0]",2026-02-16,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
extreme gear skates,76,76,140,28,0.00,https://proskatersplace.com/rollerblades-speed-skates/,0,0,0.00,0.33,1190000,"[0,0,0,0,0,0,0,1,6,100,3,1]",2026-02-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
best brand of roller skates,41,41,90,12,0.47,https://proskatersplace.com/,0,0,0.00,1,10300000,"[14,10,14,35,14,6,14,22,10,29,22,29]",2026-02-02,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
inline skating suit,24,24,40,0,0.00,https://proskatersplace.com/,0,0,0.00,0.69,1740000,"[18,18,18,18,18,18,18,18,100,100,18,18]",2026-01-24,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
inline skating suit,33,33,40,0,0.00,https://proskatersplace.com/,0,0,0.00,0.69,1740000,"[18,18,18,18,18,18,18,18,100,100,18,18]",2026-01-24,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
speed skates men,9,9,320,19,0.37,https://proskatersplace.com/rollerblades-speed-skates/,0,0,0.00,1,9310000,"[13,7,16,13,11,11,8,7,7,4,7,13]",2026-01-31,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",commercial,People also ask
speed skates men,9,9,320,19,0.37,https://proskatersplace.com/rollerblades-speed-skates/,0,0,0.00,1,9310000,"[13,7,16,13,11,11,8,7,7,4,7,13]",2026-01-31,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",commercial,People also ask
speed skates men,67,67,320,19,0.37,https://proskatersplace.com/,0,0,0.00,1,9310000,"[13,7,16,13,11,11,8,7,7,4,7,13]",2026-01-31,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",commercial,Organic
